Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,KPss_T1,KPss_T2,Rcv_T1,Rcv_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2019-2020,13,MILAN,NAPOLI,23/11/2019,STADIUM GIUSEPPE MEAZZA,18:00:00,DANIELE  ORSATO,ALESSANDRO  GIALLATINI,LUCA  MONDIN,DAVIDE  MASSA,MASSIMILIANO  IRRATI,ALESSIO TOLFO,1,1,D,STEFANO PIOLI,CARLO ANCELOTTI,4-3-3,4-4-2,95'05,52'19,0.55,24'51 (47%),14'35 (59%),10'16 (41%),27'28 (53%),15'25 (56%),12'03 (44%),4'40,3'22,4'58,3'53,3'49,4'09,5'06,4'37,5'14,3'57,3'08,5'25,11,12,4(1),6(1),0,0,2,4,7,6,4,2,4,7,1,0,1,0,3,4,19,15,413,463,0.85,0.87,25,19,128,150,260,294,3,4,65,84,15,16,0 (0),0 (0),108.341,28.328,71.842,8.171,105.508,29.329,68.209,7.97,6.6,6.4,15 (38%),6 (14%),19 (48%),14 (33%),10 (23%),19 (44%),0/1,0/1,1/3,2/2,0/0,1/1,1/1,0/1,1/2,0/4,0/0,1/1,GIACOMO BONAVENTURA,5,HIRVING LOZANO,11,3.2,3.4,2.25
2019-2020,13,TORINO,INTER,23/11/2019,STADIUM OLIMPICO GRANDE TORINO,20:45:00,FABIO  MARESCA,FILIPPO  MELI,DANIELE  BINDONI,MICHAEL  FABBRI,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,0,3,A,WALTER MAZZARRI,ANTONIO CONTE,3-5-2,3-5-2,95'14,51'55,0.55,30'53 (59%),11'29 (37%),19'24 (63%),21'02 (41%),13'06 (62%),7'56 (38%),4'05,4'49,5'55,5'11,5'05,5'48,2'30,2'51,3'30,3'24,4'11,4'36,5,6,2(0),5(3),1,0,1,5,3,1,2,2,1,6,0,3,3,3,12,4,10,18,431,303,0.84,0.75,23,15,124,80,284,208,1,3,71,128,23,17,0 (0),0 (0),105.693,29.291,68.322,8.08,109.128,26.102,74.804,8.222,6.4,6.7,25 (36%),14 (21%),30 (43%),9 (29%),10 (32%),12 (39%),1/3,2/3,2/4,3/8,0/0,0/0,0/0,2/3,2/2,2/3,0/0,0/0,CRISTIAN ANSALDI,15,ROMELU LUKAKU,9,4.5,3.6,1.83
2019-2020,13,BOLOGNA,PARMA,24/11/2019,STADIUM RENATO DALL'ARA,12:30:00,ROSARIO  ABISSO,ALBERTO  TEGONI,SERGIO  RANGHETTI,DAVIDE  GHERSINI,FABRIZIO  PASQUA,FABIANO PRETI,2,2,D,SINISA MIHAJLOVIC,ROBERTO D'AVERSA,4-2-3-1,4-4-2,97'40,52'34,0.54,30'28 (58%),15'14 (50%),15'14 (50%),22'06 (42%),15'39 (71%),6'27 (29%),6'10,4'54,5'37,5'10,3'27,5'10,3'45,3'52,2'49,3'58,4'22,3'20,11,11,7(2),7(2),1,0,3,6,4,4,2,5,6,8,2,1,0,1,15,2,18,18,506,237,0.91,0.76,24,23,176,65,306,149,3,5,69,101,34,13,0 (0),0 (0),112.433,28.085,76.084,8.264,111.291,28.118,75.556,7.617,6.7,6.6,26 (37%),9 (13%),35 (50%),9 (28%),9 (28%),14 (44%),0/2,0/0,1/4,5/12,0/0,0/0,0/0,0/0,1/2,1/3,0/0,0/0,BLERIM DZEMAILI,31,DEJAN KULUSEVSKI,44,1.75,3.9,4.5
2019-2020,13,HELLAS VERONA,FIORENTINA,24/11/2019,STADIUM MARCANTONIO BENTEGODI,15:00:00,ANTONIO  GIUA,EMANUELE  PRENNA,LORENZO  GORI,GIANLUCA  MANGANIELLO,LUIGI  NASCA,MAURO GALETTO,1,0,H,IVAN JURIC,VINCENZO MONTELLA,3-4-1-2,3-5-2,97'04,51'51,0.53,25'39 (49%),14'54 (58%),10'45 (42%),26'12 (51%),13'16 (51%),12'56 (49%),3'57,3'53,5'09,2'04,3'07,7'29,2'52,4'39,5'16,2'41,3'30,7'14,13,7,8(1),2(0),0,0,5,2,5,5,2,6,8,2,1,0,4,1,8,6,18,8,365,364,0.81,0.83,10,14,125,99,230,251,5,2,136,122,25,9,0 (0),0 (0),110.762,27.587,74.245,8.93,110.367,27.314,74.423,8.63,6.8,6.7,34 (58%),10 (17%),15 (25%),22 (50%),11 (25%),11 (25%),1/1,0/0,1/3,2/2,0/0,0/0,0/1,0/0,2/6,1/2,0/0,0/0,VALERIO VERRE,14,DUSAN VLAHOVIC,28,3.25,3.25,2.3
2019-2020,13,ROMA,BRESCIA,24/11/2019,STADIUM OLIMPICO,15:00:00,MARCO  DI BELLO,ALESSANDRO  COSTANZO,DAVIDE  IMPERIALE,ANTONIO  DI MARTINO,GIANPAOLO  CALVARESE,STEFANO DEL GIOVANE,3,0,H,PAULO FONSECA,FABIO GROSSO,4-2-3-1,4-4-2,92'58,47'44,0.51,29'16 (61%),12'06 (41%),17'10 (59%),18'28 (39%),12'48 (69%),5'40 (31%),5'00,4'58,4'44,4'32,2'19,7'43,3'56,3'53,3'26,3'11,2'08,1'54,14,5,6(3),2(0),0,0,5,0,8,3,2,3,11,4,2,0,2,2,17,6,17,10,451,302,0.9,0.81,33,13,147,67,271,222,7,2,51,66,24,13,0 (0),0 (0),104.252,27.186,67.684,9.382,105.197,25.599,70.638,8.96,6.7,6.7,27 (49%),4 (7%),24 (44%),13 (43%),7 (24%),10 (33%),1/1,2/2,5/5,8/9,0/0,0/0,0/0,2/2,3/5,0/0,0/0,0/0,CHRIS SMALLING,6,ALFREDO DONNARUMMA,9,1.33,5.0,9.5
2019-2020,13,SASSUOLO,LAZIO,24/11/2019,STADIUM MAPEI STADIUM,15:00:00,DANIELE  CHIFFI,GIORGIO  SCHENONE,DAMIANO  DI IORIO,JUAN LUCA  SACCHI,LUCA  BANTI,STEFANO LIBERTI,1,2,A,ROBERTO DE ZERBI,SIMONE INZAGHI,4-3-1-2,3-5-2,94'42,53'19,0.56,27'33 (52%),17'02 (62%),10'31 (38%),25'46 (48%),12'10 (47%),13'36 (53%),4'09,4'23,4'48,5'28,5'00,3'45,5'47,4'13,3'50,2'50,4'54,4'12,5,10,2(1),6(2),0,0,2,5,3,4,4,1,2,5,1,2,2,1,5,8,14,14,511,401,0.88,0.84,10,33,141,122,360,246,1,3,82,66,16,24,0 (0),0 (0),109.651,27.202,73.799,8.65,111.461,27.188,73.729,10.544,6.7,6.9,13 (31%),7 (17%),22 (52%),24 (43%),14 (25%),18 (32%),0/0,0/0,0/0,2/4,0/0,0/0,0/1,0/0,1/4,2/2,0/0,0/0,FRANCESCO CAPUTO,9,FELIPE CAICEDO,20,4.5,4.0,1.72
2019-2020,13,SAMPDORIA,UDINESE,24/11/2019,STADIUM LUIGI FERRARIS,18:00:00,LUCA  PAIRETTO,STEFANO  ALASSIO,FILIPPO  VALERIANI,LIVIO  MARINELLI,MARCO  GUIDA,RODOLFO DI VUOLO,2,1,H,CLAUDIO RANIERI,LUCA GOTTI,4-4-2,3-5-2,99'44,51'17,0.51,27'18 (53%),11'35 (42%),15'43 (58%),23'59 (47%),17'17 (72%),6'42 (28%),2'39,4'16,4'23,5'00,6'06,4'54,5'24,4'48,3'52,2'35,3'41,3'39,19,5,13(2),2(1),3,0,6,1,6,3,1,10,6,2,0,0,1,5,8,2,8,22,414,313,0.81,0.76,16,10,147,103,251,200,3,1,90,94,21,8,1 (1),0 (0),110.294,29.693,73.17,7.431,106.028,27.536,71.445,7.047,6.4,6.5,25 (46%),13 (24%),16 (30%),18 (67%),2 (7%),7 (26%),1/2,0/0,3/8,0/2,0/0,0/0,0/0,0/0,3/6,1/1,0/0,0/0,GASTON RAMIREZ,11,ILIJA NESTOROVSKI,30,2.15,3.25,3.6
2019-2020,13,LECCE,CAGLIARI,25/11/2019,STADIUM ETTORE GIARDINIERO - VIA DEL MARE,15:00:00,MAURIZIO  MARIANI,MAURO  VIVENZI,ALESSANDRO  LO CICERO,NICCOLO'  BARONI,FEDERICO  LA PENNA,SALVATORE LONGO,2,2,D,FABIO LIVERANI,ROLANDO MARAN,4-3-1-2,4-3-1-2,103'24,49'10,0.48,26'33 (54%),10'03 (38%),16'30 (62%),22'37 (46%),15'05 (67%),7'32 (33%),3'41,3'23,5'33,5'37,2'59,5'20,3'51,2'06,5'24,5'23,4'09,1'43,17,6,8(2),2(2),1,1,6,2,9,4,0,6,9,3,1,0,3,4,11,2,13,19,418,290,0.86,0.75,37,36,163,98,218,156,6,1,49,63,20,15,1 (1),1 (1),112.371,29.127,74.766,8.478,107.419,29.768,69.873,7.778,6.5,6.4,18 (34%),7 (13%),28 (53%),10 (29%),8 (22%),17 (49%),0/1,1/1,3/9,8/12,0/0,0/0,1/1,1/1,1/2,1/3,0/0,0/0,MARCO CALDERONI,27,RADJA NAINGGOLAN,4,3.3,3.5,2.15
2019-2020,13,SPAL,GENOA,25/11/2019,STADIUM PAOLO MAZZA,20:45:00,PIERO  GIACOMELLI,MATTEO  PASSERI,DAMIANO  MARGANI,MARCO  PICCININI,PAOLO  VALERI,VALENTINO FIORITO,1,1,D,LEONARDO SEMPLICI,THIAGO  MOTTA,3-5-2,4-3-3,95'01,48'07,0.51,19'34 (41%),7'00 (36%),12'34 (64%),28'33 (59%),13'15 (46%),15'18 (54%),4'09,3'36,2'26,3'05,2'29,3'49,5'34,5'36,3'46,4'06,3'55,5'36,13,11,7(1),6(1),3,0,3,3,6,5,5,6,6,9,0,1,1,2,5,4,12,13,248,410,0.78,0.87,26,25,84,174,138,211,2,7,52,48,29,19,1 (1),0 (0),108.841,27.34,72.959,8.542,106.755,26.559,71.607,8.589,6.8,6.7,22 (45%),3 (6%),24 (49%),18 (39%),3 (7%),25 (54%),2/4,0/0,5/7,3/5,0/0,0/0,0/2,0/0,3/4,10/10,0/0,0/0,ANDREA PETAGNA,37,STEFANO STURARO,27,2.6,3.1,2.9
2019-2020,14,BRESCIA,ATALANTA,30/11/2019,STADIUM MARIO RIGAMONTI,15:00:00,DANIELE  DOVERI,FABIANO  PRETI,STEFANO  DEL GIOVANE,ANTONIO  GIUA,MICHAEL  FABBRI,FILIPPO VALERIANI,0,3,A,FABIO GROSSO,GIAN PIERO GASPERINI,3-5-2,3-4-1-2,94'56,44'22,0.47,13'50 (31%),9'05 (66%),4'45 (34%),30'32 (69%),11'11 (37%),19'21 (63%),1'46,1'55,2'44,1'49,2'22,3'14,4'42,4'02,6'05,4'03,5'05,6'34,9,19,5(0),12(3),1,0,3,7,4,7,7,4,3,8,0,2,2,0,2,11,15,15,212,532,0.7,0.86,18,34,59,133,135,365,3,5,95,67,10,23,0 (0),0 (0),102.61,25.355,67.396,9.859,99.877,25.651,64.657,9.569,6.8,6.7,5 (17%),8 (26%),17 (57%),17 (26%),11 (16%),38 (58%),0/1,0/0,1/1,0/2,0/0,0/0,0/0,0/0,1/1,4/6,0/0,0/0,MARIO BALOTELLI,45,JOSIP ILICIC,72,6.5,4.5,1.5
2019-2020,14,GENOA,TORINO,30/11/2019,STADIUM LUIGI FERRARIS,18:00:00,DAVIDE  MASSA,ALESSIO  TOLFO,MATTEO  BOTTEGONI,EUGENIO  ABBATTISTA,FABIO  MARESCA,VALENTINO FIORITO,0,1,A,THIAGO  MOTTA,WALTER MAZZARRI,4-3-3,3-5-2,96'36,51'48,0.54,31'39 (61%),21'15 (67%),10'24 (33%),20'09 (39%),11'31 (57%),8'38 (43%),5'13,5'04,4'49,5'18,5'01,6'14,3'23,3'37,3'00,2'59,2'51,4'19,5,10,3(0),3(1),0,0,3,2,2,7,2,1,4,5,0,1,1,0,6,4,15,18,480,274,0.82,0.77,23,23,179,81,278,170,3,4,105,131,19,21,0 (0),0 (0),113.657,29.124,75.362,9.171,113.966,29.205,75.102,9.659,6.8,6.8,20 (40%),10 (20%),20 (40%),24 (50%),9 (19%),15 (31%),0/2,0/0,2/5,1/2,0/0,0/0,0/1,0/0,1/2,2/3,0/0,0/0,KEVIN AGUDELO,28,BREMER,36,2.37,3.3,3.0
2019-2020,14,FIORENTINA,LECCE,30/11/2019,STADIUM ARTEMIO FRANCHI,20:45:00,MARCO  PICCININI,CIRO  CARBONE,TARCISIO  VILLA,DANIELE  MINELLI,GIANPAOLO  CALVARESE,ALEANDRO DI PAOLO,0,1,A,VINCENZO MONTELLA,FABIO LIVERANI,3-5-2,4-3-1-2,96'12,59'05,0.61,30'45 (52%),12'39 (41%),18'06 (59%),28'20 (48%),22'40 (80%),5'40 (20%),4'59,4'58,5'16,5'06,4'56,5'30,3'54,5'02,5'16,4'59,3'42,5'27,13,6,6(0),6(1),0,1,4,2,7,0,5,6,6,2,0,1,1,3,9,2,13,21,530,272,0.88,0.74,15,19,142,96,373,157,6,0,84,113,23,10,0 (0),0 (0),116.337,26.64,78.653,11.044,116.152,26.869,79.251,10.032,7.0,7.1,33 (43%),19 (25%),24 (32%),22 (65%),7 (20%),5 (15%),0/1,1/3,6/11,3/8,0/0,0/0,0/0,1/3,2/5,1/2,0/0,0/0,DUSAN VLAHOVIC,28,ANDREA LA MANTIA,19,1.4,4.75,7.5
2019-2020,14,JUVENTUS,SASSUOLO,01/12/2019,STADIUM ALLIANZ STADIUM,12:30:00,FEDERICO  LA PENNA,RODOLFO  DI VUOLO,VALERIO  COLAROSSI,RICCARDO  ROS,LUIGI  NASCA,GIORGIO SCHENONE,2,2,D,MAURIZIO SARRI,ROBERTO DE ZERBI,4-3-1-2,4-3-1-2,93'58,53'21,0.57,29'15 (55%),12'42 (43%),16'33 (57%),24'06 (45%),13'33 (56%),10'33 (44%),5'14,7'20,3'57,4'33,3'14,4'57,4'22,3'14,4'44,3'13,4'20,4'13,17,8,9(2),4(2),2,1,6,2,8,4,2,7,10,4,1,1,1,1,9,2,11,13,518,391,0.87,0.8,24,9,132,92,362,290,4,3,94,97,27,7,1 (1),0 (0),106.269,27.521,70.444,8.304,108.212,25.852,74.812,7.548,6.5,6.7,30 (48%),10 (17%),22 (35%),12 (33%),4 (11%),20 (56%),1/2,3/3,1/3,3/4,1/1,1/1,0/0,3/3,0/0,2/2,0/0,0/0,RODRIGO BENTANCUR,30,JEREMIE BOGA,7,1.22,6.5,11.0
2019-2020,14,INTER,SPAL,01/12/2019,STADIUM GIUSEPPE MEAZZA,15:00:00,MASSIMILIANO  IRRATI,ENRICO  CALIARI,VALERIO  VECCHI,MANUEL  VOLPI,LUCA  BANTI,MAURO VIVENZI,2,1,H,ANTONIO CONTE,LEONARDO SEMPLICI,3-5-2,3-5-1-1,95'57,53'41,0.56,31'08 (58%),14'24 (46%),16'44 (54%),22'33 (42%),13'26 (60%),9'07 (40%),8'39,4'59,5'56,3'48,5'11,2'35,3'06,3'34,3'55,5'07,3'31,3'19,16,8,10(2),3(1),0,0,5,2,6,5,2,6,10,3,2,0,1,1,8,0,15,17,470,403,0.84,0.85,42,23,188,125,240,255,5,2,70,103,23,9,0 (0),0 (0),117.27,26.993,81.483,8.794,117.745,27.24,82.281,8.224,7.1,7.1,27 (38%),18 (25%),26 (37%),18 (51%),5 (15%),12 (34%),1/1,0/0,0/1,7/8,0/0,0/0,0/1,0/0,2/3,3/6,0/0,0/0,LAUTARO MARTINEZ,10,MATTIA VALOTI,8,1.28,5.75,10.0
2019-2020,14,LAZIO,UDINESE,01/12/2019,STADIUM OLIMPICO,15:00:00,MARCO  DI BELLO,PASQUALE  DE MEO,SALVATORE  AFFATATO,GIACOMO  CAMPLONE,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,3,0,H,SIMONE INZAGHI,LUCA GOTTI,3-5-2,3-5-2,94'33,60'25,0.64,32'23 (54%),17'08 (53%),15'15 (47%),28'02 (46%),15'44 (56%),12'18 (44%),5'00,5'04,3'25,6'09,5'18,7'26,3'04,5'27,4'19,4'39,4'44,5'49,15,4,6(3),0(0),3,0,4,0,9,4,0,3,6,2,1,0,2,3,2,2,9,12,577,531,0.89,0.87,28,24,172,145,377,362,2,1,54,60,17,15,2 (2),0 (0),112.193,25.642,77.867,8.684,109.493,25.075,75.16,9.258,7.0,7.0,16 (35%),13 (28%),17 (37%),19 (41%),7 (16%),20 (43%),0/0,0/0,1/1,3/3,0/0,0/0,0/0,0/0,2/3,3/3,0/0,0/0,CIRO IMMOBILE,17,ILIJA NESTOROVSKI,30,1.3,5.5,10.0
2019-2020,14,PARMA,MILAN,01/12/2019,STADIUM ENNIO TARDINI,15:00:00,PAOLO  VALERI,STEFANO  LIBERTI,MARCO  BRESMES,LORENZO  ILLUZZI,DANIELE  CHIFFI,DARIO CECCONI,0,1,A,ROBERTO D'AVERSA,STEFANO PIOLI,4-3-3,4-3-3,94'58,46'56,0.49,15'49 (34%),8'28 (54%),7'21 (46%),31'07 (66%),15'26 (50%),15'41 (50%),2'34,3'02,3'16,2'49,2'04,2'04,5'29,3'52,6'50,6'43,3'14,4'59,6,19,0(0),8(1),0,0,0,4,6,11,7,0,3,11,0,0,3,2,1,7,13,15,273,582,0.76,0.89,23,20,104,186,146,376,3,8,82,75,17,14,0 (0),0 (0),111.644,26.925,75.776,8.943,108.366,27.033,72.244,9.089,6.9,6.8,7 (23%),8 (25%),16 (52%),19 (33%),11 (19%),28 (48%),1/1,0/0,0/2,1/2,0/0,0/0,2/3,0/0,1/2,5/9,1/2,1/2,JURAJ KUCKA,33,THEO HERNANDEZ,19,3.6,3.4,2.1
2019-2020,14,NAPOLI,BOLOGNA,01/12/2019,STADIUM SAN PAOLO,18:00:00,FABRIZIO  PASQUA,ALESSANDRO  LO CICERO,ANTONIO  SANTORO,GIANLUCA  MANGANIELLO,MAURIZIO  MARIANI,DAMIANO DI IORIO,1,2,A,CARLO ANCELOTTI,SINISA MIHAJLOVIC,4-3-3,4-2-3-1,96'25,51'19,0.53,30'24 (59%),10'24 (34%),20'00 (66%),20'55 (41%),12'02 (58%),8'53 (42%),5'41,4'48,4'15,4'12,5'17,6'11,4'32,2'58,3'54,4'27,2'26,2'38,20,9,5(1),6(2),1,0,2,5,15,3,4,4,8,4,0,1,3,4,7,0,12,10,543,327,0.88,0.78,20,23,182,91,341,213,5,2,61,80,30,12,0 (0),0 (0),102.227,27.559,65.733,8.935,107.824,25.417,72.917,9.49,6.5,7.0,42 (58%),13 (18%),17 (24%),11 (28%),6 (15%),23 (57%),1/2,0/2,1/5,2/5,0/0,0/0,0/0,0/2,1/3,2/4,0/0,0/0,FERNANDO LLORENTE,9,NICOLA SANSONE,10,1.45,4.5,7.0
2019-2020,14,HELLAS VERONA,ROMA,01/12/2019,STADIUM MARCANTONIO BENTEGODI,20:45:00,MARCO  GUIDA,MAURO  GALETTO,SALVATORE  LONGO,LUCA  PAIRETTO,PIERO  GIACOMELLI,LUCA MONDIN,1,3,A,IVAN JURIC,PAULO FONSECA,3-4-2-1,4-2-3-1,98'55,40'19,0.41,22'31 (56%),12'17 (55%),10'14 (45%),17'48 (44%),9'39 (54%),8'09 (46%),3'42,3'14,2'47,5'05,4'06,3'37,4'48,2'13,3'13,2'52,2'06,2'36,6,8,3(1),5(3),0,1,3,3,3,3,2,1,3,5,1,2,8,2,6,5,11,14,385,271,0.81,0.75,11,22,146,92,228,157,2,2,81,103,18,16,0 (0),1 (1),113.776,27.332,75.161,11.283,114.704,27.753,76.199,10.752,6.8,6.8,32 (63%),5 (10%),14 (27%),19 (48%),9 (22%),12 (30%),0/1,0/1,2/4,5/7,0/0,0/0,1/2,0/1,1/3,0/1,0/0,0/0,DAVIDE FARAONI,5,DIEGO PEROTTI,8,4.33,3.5,1.85
2019-2020,14,CAGLIARI,SAMPDORIA,02/12/2019,STADIUM SARDEGNA ARENA,20:45:00,GIANLUCA  AURELIANO,GIOVANNI  BACCINI,DOMENICO  ROCCA,ANTONIO  RAPUANO,ROSARIO  ABISSO,SERGIO RANGHETTI,4,3,H,ROLANDO MARAN,CLAUDIO RANIERI,4-3-2-1,4-4-2,102'22,51'01,0.5,32'44 (64%),15'24 (47%),17'20 (53%),18'17 (36%),12'10 (67%),6'07 (33%),5'29,5'47,5'07,5'35,3'57,6'49,3'24,1'41,4'49,2'47,2'19,3'16,12,9,8(4),5(3),1,1,5,5,4,4,2,4,8,7,3,2,2,3,6,4,15,12,536,256,0.88,0.72,34,31,207,70,295,155,4,4,46,87,37,21,0 (0),1 (1),108.665,29.358,70.795,8.512,111.346,26.866,76.717,7.763,6.4,6.8,37 (45%),10 (12%),35 (43%),14 (32%),12 (27%),18 (41%),2/3,3/4,6/10,10/15,0/0,0/0,0/0,3/4,1/4,4/4,0/0,0/0,JOAO PEDRO,10,FABIO QUAGLIARELLA,27,2.1,3.3,3.6
2019-2020,15,INTER,ROMA,06/12/2019,STADIUM GIUSEPPE MEAZZA,20:45:00,GIANPAOLO  CALVARESE,STEFANO  ALASSIO,SERGIO  RANGHETTI,FABIO  MARESCA,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,0,0,D,ANTONIO CONTE,PAULO FONSECA,3-5-2,4-2-3-1,95'28,57'42,0.6,28'22 (49%),17'33 (62%),10'49 (38%),29'20 (51%),15'05 (51%),14'15 (49%),4'12,4'02,5'25,5'20,4'00,5'23,4'58,7'21,2'41,3'47,4'47,5'45,8,3,3(0),2(0),0,0,3,0,5,1,2,2,7,1,0,0,6,0,8,3,13,11,450,468,0.83,0.86,35,29,190,160,225,279,6,0,71,105,6,10,0 (0),0 (0),115.11,26.149,80.297,8.664,115.991,27.352,80.083,8.556,6.9,6.9,17 (44%),6 (15%),16 (41%),13 (39%),7 (22%),13 (39%),1/1,0/1,4/4,1/4,3/3,2/2,0/1,0/1,3/5,0/3,1/1,1/1,MATIAS VECINO,8,ANTONIO MIRANTE,83,1.9,3.8,3.8
2019-2020,15,ATALANTA,HELLAS VERONA,07/12/2019,STADIUM GEWISS STADIUM,15:00:00,PAOLO  VALERI,ALESSANDRO  GIALLATINI,LUCA  MONDIN,LIVIO  MARINELLI,MARCO  DI BELLO,PASQUALE DE MEO,3,2,H,GIAN PIERO GASPERINI,IVAN JURIC,3-4-1-2,3-4-2-1,98'16,44'15,0.45,26'05 (59%),11'33 (44%),14'32 (56%),18'10 (41%),11'40 (64%),6'30 (36%),2'55,2'27,5'54,3'55,3'39,7'15,3'55,4'12,3'16,2'28,1'53,2'26,14,4,10(3),2(2),1,0,7,2,4,2,0,7,6,3,2,2,2,1,13,4,14,16,422,269,0.78,0.68,25,26,141,88,256,155,1,1,123,131,28,31,1 (1),0 (0),115.561,28.043,76.405,11.113,114.165,28.081,75.11,10.974,6.9,6.9,30 (46%),9 (14%),26 (40%),19 (43%),10 (23%),15 (34%),2/3,0/0,1/1,0/7,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,BERAT DJIMSITI,19,SAMUEL DI CARMINE,10,1.33,5.25,9.0
2019-2020,15,UDINESE,NAPOLI,07/12/2019,STADIUM DACIA ARENA - STADIO FRIULI,18:00:00,MAURIZIO  MARIANI,GIORGIO  SCHENONE,MAURO  VIVENZI,GIANLUCA  AURELIANO,GIANLUCA  MANGANIELLO,FABIANO PRETI,1,1,D,LUCA GOTTI,CARLO ANCELOTTI,3-5-2,4-4-2,95'08,49'25,0.52,17'52 (36%),12'14 (68%),5'38 (32%),31'33 (64%),9'55 (31%),21'38 (69%),3'19,3'45,1'43,3'08,2'17,3'40,4'53,5'09,5'12,6'11,4'21,5'47,5,12,1(1),3(1),0,0,1,2,4,9,2,0,1,3,1,0,1,0,3,10,20,15,242,592,0.77,0.89,22,32,81,175,139,385,0,2,120,61,12,20,0 (0),0 (0),109.868,26.87,75.109,7.889,105.402,29.362,68.299,7.741,6.7,6.4,9 (31%),5 (17%),15 (52%),35 (48%),9 (12%),29 (40%),0/0,0/1,1/1,2/3,0/0,0/0,0/2,0/1,2/4,4/8,0/0,0/0,KEVIN LASAGNA,15,PIOTR ZIELINSKI,20,5.5,3.8,1.65
2019-2020,15,LAZIO,JUVENTUS,07/12/2019,STADIUM OLIMPICO,20:45:00,MICHAEL  FABBRI,FILIPPO  MELI,MATTEO  PASSERI,DAVIDE  MASSA,MASSIMILIANO  IRRATI,ALESSIO TOLFO,3,1,H,SIMONE INZAGHI,MAURIZIO SARRI,3-5-2,4-3-1-2,97'22,54'30,0.56,25'53 (47%),16'22 (63%),9'31 (37%),28'37 (53%),16'53 (59%),11'44 (41%),3'23,5'09,4'17,5'33,3'08,4'23,5'48,4'57,3'54,5'21,2'39,5'57,12,8,8(3),5(1),1,0,7,4,4,3,4,5,8,6,2,1,3,0,4,5,14,10,341,532,0.84,0.89,32,34,109,177,200,321,3,3,77,67,11,12,1 (0),0 (0),112.066,25.115,76.859,10.092,106.628,24.38,72.176,10.072,7.0,6.8,12 (38%),7 (21%),13 (41%),24 (47%),10 (20%),17 (33%),0/1,0/1,3/5,1/4,0/0,0/0,0/0,0/1,0/1,1/3,0/0,0/0,SERGEJ MILINKOVIC-SAVIC,21,CRISTIANO RONALDO,7,2.9,3.3,2.4
